ent_fed,sexo,edad,estudiaron_licenciatura
Michoacán de Ocampo,Mujeres,11,0
Michoacán de Ocampo,Mujeres,12,0
Michoacán de Ocampo,Mujeres,13,0
Michoacán de Ocampo,Mujeres,14,0
Michoacán de Ocampo,Mujeres,15,0
Michoacán de Ocampo,Mujeres,16,0
Michoacán de Ocampo,Mujeres,17,0
Michoacán de Ocampo,Mujeres,18,2213
Michoacán de Ocampo,Mujeres,19,6458
Michoacán de Ocampo,Mujeres,20,9988
Michoacán de Ocampo,Mujeres,21,9554
Michoacán de Ocampo,Mujeres,22,10570
Michoacán de Ocampo,Mujeres,23,10081
Michoacán de Ocampo,Mujeres,24,9667
Morelos,Hombres,3,0
Morelos,Hombres,4,0
Morelos,Hombres,5,0
Morelos,Hombres,6,0
Morelos,Hombres,7,0
Morelos,Hombres,8,0
Morelos,Hombres,9,0
Morelos,Hombres,10,0
Morelos,Hombres,11,0
Morelos,Hombres,12,0
Morelos,Hombres,13,0
Morelos,Hombres,14,0
Morelos,Hombres,15,0
Morelos,Hombres,16,0
Morelos,Hombres,17,0
Morelos,Hombres,18,798
Morelos,Hombres,19,2009
Morelos,Hombres,20,3857
Morelos,Hombres,21,4062
Morelos,Hombres,22,4688
Morelos,Hombres,23,4520
Morelos,Hombres,24,4526
Morelos,Mujeres,3,0
Morelos,Mujeres,4,0
Morelos,Mujeres,5,0
Morelos,Mujeres,6,0
Morelos,Mujeres,7,0
Morelos,Mujeres,8,0
Morelos,Mujeres,9,0
Morelos,Mujeres,10,0
Morelos,Mujeres,11,0
Morelos,Mujeres,12,0
Morelos,Mujeres,13,0
Morelos,Mujeres,14,0
Morelos,Mujeres,15,0
Morelos,Mujeres,16,0
Morelos,Mujeres,17,0
Morelos,Mujeres,18,983
Morelos,Mujeres,19,2490
Morelos,Mujeres,20,4866
Morelos,Mujeres,21,4871
Morelos,Mujeres,22,5539
Morelos,Mujeres,23,5258
Morelos,Mujeres,24,5272
Nayarit,Hombres,3,0
Nayarit,Hombres,4,0
Nayarit,Hombres,5,0
Nayarit,Hombres,6,0
Nayarit,Hombres,7,0
Nayarit,Hombres,8,0
Nayarit,Hombres,9,0
Nayarit,Hombres,10,0
Nayarit,Hombres,11,0
Nayarit,Hombres,12,0
Nayarit,Hombres,13,0
Nayarit,Hombres,14,0
Nayarit,Hombres,15,0
Nayarit,Hombres,16,0
Nayarit,Hombres,17,0
Nayarit,Hombres,18,483
Nayarit,Hombres,19,1323
Nayarit,Hombres,20,2620
Nayarit,Hombres,21,2843
Nayarit,Hombres,22,3043
Nayarit,Hombres,23,2687
Nayarit,Hombres,24,2820
Nayarit,Mujeres,3,0
Nayarit,Mujeres,4,0
Nayarit,Mujeres,5,0
Nayarit,Mujeres,6,0
Nayarit,Mujeres,7,0
Nayarit,Mujeres,8,0
Nayarit,Mujeres,9,0
Nayarit,Mujeres,10,0
Nayarit,Mujeres,11,0
Nayarit,Mujeres,12,0
Nayarit,Mujeres,13,0
Nayarit,Mujeres,14,0
Nayarit,Mujeres,15,0
Nayarit,Mujeres,16,0
Nayarit,Mujeres,17,0
Nayarit,Mujeres,18,596
Nayarit,Mujeres,19,1849
Nayarit,Mujeres,20,3438
Nayarit,Mujeres,21,3329
Nayarit,Mujeres,22,3482
Nayarit,Mujeres,23,3362
Nayarit,Mujeres,24,3421
Nuevo León,Hombres,3,0
Nuevo León,Hombres,4,0
Nuevo León,Hombres,5,0
Nuevo León,Hombres,6,0
Nuevo León,Hombres,7,0
Nuevo León,Hombres,8,0
Nuevo León,Hombres,9,0
Nuevo León,Hombres,10,0
Nuevo León,Hombres,11,0
Nuevo León,Hombres,12,0
Nuevo León,Hombres,13,0
Nuevo León,Hombres,14,0
Nuevo León,Hombres,15,0
Nuevo León,Hombres,16,0
Nuevo León,Hombres,17,0
Nuevo León,Hombres,18,6318
Nuevo León,Hombres,19,9660
Nuevo León,Hombres,20,13838
Nuevo León,Hombres,21,13671
Nuevo León,Hombres,22,14715
Nuevo León,Hombres,23,14723
Nuevo León,Hombres,24,14863
Nuevo León,Mujeres,3,0
Nuevo León,Mujeres,4,0
Nuevo León,Mujeres,5,0
Nuevo León,Mujeres,6,0
Nuevo León,Mujeres,7,0
Nuevo León,Mujeres,8,0
Nuevo León,Mujeres,9,0
Nuevo León,Mujeres,10,0
Nuevo León,Mujeres,11,0
Nuevo León,Mujeres,12,0
Nuevo León,Mujeres,13,0
Nuevo León,Mujeres,14,0
Nuevo León,Mujeres,15,0
Nuevo León,Mujeres,16,0
Nuevo León,Mujeres,17,0
Nuevo León,Mujeres,18,7419
Nuevo León,Mujeres,19,11037
Nuevo León,Mujeres,20,15453
Nuevo León,Mujeres,21,14723
Nuevo León,Mujeres,22,15562
Nuevo León,Mujeres,23,15211
Nuevo León,Mujeres,24,15401
Oaxaca,Hombres,3,0
Oaxaca,Hombres,4,0
Oaxaca,Hombres,5,0
Oaxaca,Hombres,6,0
Oaxaca,Hombres,7,0
Oaxaca,Hombres,8,0
Oaxaca,Hombres,9,0
Oaxaca,Hombres,10,0
Oaxaca,Hombres,11,0
Oaxaca,Hombres,12,0
Oaxaca,Hombres,13,0
Oaxaca,Hombres,14,0
Oaxaca,Hombres,15,0
Oaxaca,Hombres,16,0
Oaxaca,Hombres,17,0
Oaxaca,Hombres,18,1013
Oaxaca,Hombres,19,2947
Oaxaca,Hombres,20,5466
Oaxaca,Hombres,21,5509
Oaxaca,Hombres,22,6648
Oaxaca,Hombres,23,6493
Oaxaca,Hombres,24,6281
Oaxaca,Mujeres,3,0
Oaxaca,Mujeres,4,0
Oaxaca,Mujeres,5,0
Oaxaca,Mujeres,6,0
Oaxaca,Mujeres,7,0
Oaxaca,Mujeres,8,0
Oaxaca,Mujeres,9,0
Oaxaca,Mujeres,10,0
Oaxaca,Mujeres,11,0
Oaxaca,Mujeres,12,0
Oaxaca,Mujeres,13,0
Oaxaca,Mujeres,14,0
Oaxaca,Mujeres,15,0
Oaxaca,Mujeres,16,0
Oaxaca,Mujeres,17,0
Oaxaca,Mujeres,18,1243
Oaxaca,Mujeres,19,4101
Oaxaca,Mujeres,20,7087
Oaxaca,Mujeres,21,6704
Oaxaca,Mujeres,22,7871
Oaxaca,Mujeres,23,7556
Oaxaca,Mujeres,24,7411
Puebla,Hombres,3,0
Puebla,Hombres,4,0
Puebla,Hombres,5,0
Puebla,Hombres,6,0
Puebla,Hombres,7,0
Puebla,Hombres,8,0
Puebla,Hombres,9,0
Puebla,Hombres,10,0
Puebla,Hombres,11,0
Puebla,Hombres,12,0
Puebla,Hombres,13,0
Puebla,Hombres,14,0
Puebla,Hombres,15,0
Puebla,Hombres,16,0
Puebla,Hombres,17,0
Puebla,Hombres,18,2489
Puebla,Hombres,19,7988
Puebla,Hombres,20,15142
Puebla,Hombres,21,14874
Puebla,Hombres,22,16597
Puebla,Hombres,23,15427
Puebla,Hombres,24,14967
Puebla,Mujeres,3,0
Puebla,Mujeres,4,0
Puebla,Mujeres,5,0
Puebla,Mujeres,6,0
Puebla,Mujeres,7,0
Puebla,Mujeres,8,0
Puebla,Mujeres,9,0
Puebla,Mujeres,10,0
Puebla,Mujeres,11,0
Puebla,Mujeres,12,0
Puebla,Mujeres,13,0
Puebla,Mujeres,14,0
Puebla,Mujeres,15,0
Puebla,Mujeres,16,0
Puebla,Mujeres,17,0
Puebla,Mujeres,18,3106
Puebla,Mujeres,19,10005
Puebla,Mujeres,20,18122
Puebla,Mujeres,21,17034
Puebla,Mujeres,22,18425
Puebla,Mujeres,23,17137
Puebla,Mujeres,24,16304
Querétaro,Hombres,3,0
Querétaro,Hombres,4,0
Querétaro,Hombres,5,0
Querétaro,Hombres,6,0
Querétaro,Hombres,7,0
Querétaro,Hombres,8,0
Querétaro,Hombres,9,0
Querétaro,Hombres,10,0
Querétaro,Hombres,11,0
Querétaro,Hombres,12,0
Querétaro,Hombres,13,0
Querétaro,Hombres,14,0
Querétaro,Hombres,15,0
Querétaro,Hombres,16,0
Querétaro,Hombres,17,0
Querétaro,Hombres,18,957
Querétaro,Hombres,19,2534
Querétaro,Hombres,20,4950
Querétaro,Hombres,21,5309
Querétaro,Hombres,22,6429
Querétaro,Hombres,23,6917
Querétaro,Hombres,24,7116
Querétaro,Mujeres,3,0
Querétaro,Mujeres,4,0
Querétaro,Mujeres,5,0
Querétaro,Mujeres,6,0
Querétaro,Mujeres,7,0
Querétaro,Mujeres,8,0
Querétaro,Mujeres,9,0
Querétaro,Mujeres,10,0
Querétaro,Mujeres,11,0
Querétaro,Mujeres,12,0
Querétaro,Mujeres,13,0
Querétaro,Mujeres,14,0
Querétaro,Mujeres,15,0
Querétaro,Mujeres,16,0
Querétaro,Mujeres,17,0
Querétaro,Mujeres,18,1230
Querétaro,Mujeres,19,3142
Querétaro,Mujeres,20,5967
Querétaro,Mujeres,21,5948
Querétaro,Mujeres,22,7022
Querétaro,Mujeres,23,7574
Querétaro,Mujeres,24,7748
Quintana Roo,Hombres,3,0
Quintana Roo,Hombres,4,0
Quintana Roo,Hombres,5,0
Quintana Roo,Hombres,6,0
Quintana Roo,Hombres,7,0
Quintana Roo,Hombres,8,0
Quintana Roo,Hombres,9,0
Quintana Roo,Hombres,10,0
Quintana Roo,Hombres,11,0
Quintana Roo,Hombres,12,0
Quintana Roo,Hombres,13,0
Quintana Roo,Hombres,14,0
Quintana Roo,Hombres,15,0
Quintana Roo,Hombres,16,0
Quintana Roo,Hombres,17,0
Quintana Roo,Hombres,18,811
Quintana Roo,Hombres,19,1883
Quintana Roo,Hombres,20,3237
Quintana Roo,Hombres,21,3218
Quintana Roo,Hombres,22,3871
Quintana Roo,Hombres,23,3794
Quintana Roo,Hombres,24,4015
Quintana Roo,Mujeres,3,0
Quintana Roo,Mujeres,4,0
Quintana Roo,Mujeres,5,0
Quintana Roo,Mujeres,6,0
Quintana Roo,Mujeres,7,0
Quintana Roo,Mujeres,8,0
Quintana Roo,Mujeres,9,0
Quintana Roo,Mujeres,10,0
Quintana Roo,Mujeres,11,0
Quintana Roo,Mujeres,12,0
Quintana Roo,Mujeres,13,0
Quintana Roo,Mujeres,14,0
Quintana Roo,Mujeres,15,0
Quintana Roo,Mujeres,16,0
Quintana Roo,Mujeres,17,0
Quintana Roo,Mujeres,18,940
Quintana Roo,Mujeres,19,2302
Quintana Roo,Mujeres,20,3755
Quintana Roo,Mujeres,21,3545
Quintana Roo,Mujeres,22,4114
Quintana Roo,Mujeres,23,4414
Quintana Roo,Mujeres,24,4815
San Luis Potosí,Hombres,3,0
San Luis Potosí,Hombres,4,0
San Luis Potosí,Hombres,5,0
San Luis Potosí,Hombres,6,0
San Luis Potosí,Hombres,7,0
San Luis Potosí,Hombres,8,0
San Luis Potosí,Hombres,9,0
San Luis Potosí,Hombres,10,0
San Luis Potosí,Hombres,11,0
San Luis Potosí,Hombres,12,0
San Luis Potosí,Hombres,13,0
San Luis Potosí,Hombres,14,0
San Luis Potosí,Hombres,15,0
San Luis Potosí,Hombres,16,0
San Luis Potosí,Hombres,17,0
San Luis Potosí,Hombres,18,1569
San Luis Potosí,Hombres,19,3566
San Luis Potosí,Hombres,20,5890
San Luis Potosí,Hombres,21,5926
San Luis Potosí,Hombres,22,6604
San Luis Potosí,Hombres,23,6498
San Luis Potosí,Hombres,24,6230
San Luis Potosí,Mujeres,3,0
San Luis Potosí,Mujeres,4,0
San Luis Potosí,Mujeres,5,0
San Luis Potosí,Mujeres,6,0
San Luis Potosí,Mujeres,7,0
San Luis Potosí,Mujeres,8,0
San Luis Potosí,Mujeres,9,0
San Luis Potosí,Mujeres,10,0
San Luis Potosí,Mujeres,11,0
San Luis Potosí,Mujeres,12,0
San Luis Potosí,Mujeres,13,0
San Luis Potosí,Mujeres,14,0
San Luis Potosí,Mujeres,15,0
San Luis Potosí,Mujeres,16,0
San Luis Potosí,Mujeres,17,0
San Luis Potosí,Mujeres,18,2017
San Luis Potosí,Mujeres,19,4527
San Luis Potosí,Mujeres,20,7370
San Luis Potosí,Mujeres,21,6822
San Luis Potosí,Mujeres,22,7664
San Luis Potosí,Mujeres,23,7263
San Luis Potosí,Mujeres,24,7262
Sinaloa,Hombres,3,0
Sinaloa,Hombres,4,0
Sinaloa,Hombres,5,0
Sinaloa,Hombres,6,0
Sinaloa,Hombres,7,0
Sinaloa,Hombres,8,0
Sinaloa,Hombres,9,0
Sinaloa,Hombres,10,0
Sinaloa,Hombres,11,0
Sinaloa,Hombres,12,0
Sinaloa,Hombres,13,0
Sinaloa,Hombres,14,0
Sinaloa,Hombres,15,0
Sinaloa,Hombres,16,0
Sinaloa,Hombres,17,0
Sinaloa,Hombres,18,1641
Sinaloa,Hombres,19,5760
Sinaloa,Hombres,20,9580
Sinaloa,Hombres,21,10034
Sinaloa,Hombres,22,11039
Sinaloa,Hombres,23,10268
Sinaloa,Hombres,24,10018
Sinaloa,Mujeres,3,0
Sinaloa,Mujeres,4,0
Sinaloa,Mujeres,5,0
Sinaloa,Mujeres,6,0
Sinaloa,Mujeres,7,0
Sinaloa,Mujeres,8,0
Sinaloa,Mujeres,9,0
Sinaloa,Mujeres,10,0
Sinaloa,Mujeres,11,0
Sinaloa,Mujeres,12,0
Sinaloa,Mujeres,13,0
Sinaloa,Mujeres,14,0
Sinaloa,Mujeres,15,0
Sinaloa,Mujeres,16,0
Sinaloa,Mujeres,17,0
Sinaloa,Mujeres,18,1992
Sinaloa,Mujeres,19,7110
Sinaloa,Mujeres,20,12280
Sinaloa,Mujeres,21,12255
Sinaloa,Mujeres,22,12758
Sinaloa,Mujeres,23,12091
Sinaloa,Mujeres,24,11662
Sonora,Hombres,3,0
Sonora,Hombres,4,0
Sonora,Hombres,5,0
Sonora,Hombres,6,0
Sonora,Hombres,7,0
Sonora,Hombres,8,0
Sonora,Hombres,9,0
Sonora,Hombres,10,0
Sonora,Hombres,11,0
Sonora,Hombres,12,0
Sonora,Hombres,13,0
Sonora,Hombres,14,0
Sonora,Hombres,15,0
Sonora,Hombres,16,0
Sonora,Hombres,17,0
Sonora,Hombres,18,1968
Sonora,Hombres,19,4192
Sonora,Hombres,20,7560
Sonora,Hombres,21,7804
Sonora,Hombres,22,8224
Sonora,Hombres,23,7946
Sonora,Hombres,24,7753
Sonora,Mujeres,3,0
Sonora,Mujeres,4,0
Sonora,Mujeres,5,0
Sonora,Mujeres,6,0
Sonora,Mujeres,7,0
Sonora,Mujeres,8,0
Sonora,Mujeres,9,0
Sonora,Mujeres,10,0
Sonora,Mujeres,11,0
Sonora,Mujeres,12,0
Sonora,Mujeres,13,0
Sonora,Mujeres,14,0
Sonora,Mujeres,15,0
Sonora,Mujeres,16,0
Sonora,Mujeres,17,0
Sonora,Mujeres,18,2463
Sonora,Mujeres,19,5193
Sonora,Mujeres,20,8952
Sonora,Mujeres,21,8870
Sonora,Mujeres,22,9407
Sonora,Mujeres,23,8906
Sonora,Mujeres,24,8856
Tabasco,Hombres,3,0
Tabasco,Hombres,4,0
Tabasco,Hombres,5,0
Tabasco,Hombres,6,0
Tabasco,Hombres,7,0
Tabasco,Hombres,8,0
Tabasco,Hombres,9,0
Tabasco,Hombres,10,0
Tabasco,Hombres,11,0
Tabasco,Hombres,12,0
Tabasco,Hombres,13,0
Tabasco,Hombres,14,0
Tabasco,Hombres,15,0
Tabasco,Hombres,16,0
Tabasco,Hombres,17,0
Tabasco,Hombres,18,1500
Tabasco,Hombres,19,3704
Tabasco,Hombres,20,5507
Tabasco,Hombres,21,5281
Tabasco,Hombres,22,6032
Tabasco,Hombres,23,5702
Tabasco,Hombres,24,5376
Tabasco,Mujeres,3,0
Tabasco,Mujeres,4,0
Tabasco,Mujeres,5,0
Tabasco,Mujeres,6,0
Tabasco,Mujeres,7,0
Tabasco,Mujeres,8,0
Tabasco,Mujeres,9,0
Tabasco,Mujeres,10,0
Tabasco,Mujeres,11,0
Tabasco,Mujeres,12,0
Tabasco,Mujeres,13,0
Tabasco,Mujeres,14,0
Tabasco,Mujeres,15,0
Tabasco,Mujeres,16,0
Tabasco,Mujeres,17,0
Tabasco,Mujeres,18,1683
Tabasco,Mujeres,19,4431
Tabasco,Mujeres,20,6369
Tabasco,Mujeres,21,5722
Tabasco,Mujeres,22,6286
Tabasco,Mujeres,23,6395
Tabasco,Mujeres,24,5940
Tamaulipas,Hombres,3,0
Tamaulipas,Hombres,4,0
Tamaulipas,Hombres,5,0
Tamaulipas,Hombres,6,0
Tamaulipas,Hombres,7,0
Tamaulipas,Hombres,8,0
Tamaulipas,Hombres,9,0
Tamaulipas,Hombres,10,0
Tamaulipas,Hombres,11,0
Tamaulipas,Hombres,12,0
Tamaulipas,Hombres,13,0
Tamaulipas,Hombres,14,0
Tamaulipas,Hombres,15,0
Tamaulipas,Hombres,16,0
Tamaulipas,Hombres,17,0
Tamaulipas,Hombres,18,2525
Tamaulipas,Hombres,19,5510
Tamaulipas,Hombres,20,8358
Tamaulipas,Hombres,21,8677
Tamaulipas,Hombres,22,8943
Tamaulipas,Hombres,23,8710
Tamaulipas,Hombres,24,8483
Tamaulipas,Mujeres,3,0
Tamaulipas,Mujeres,4,0
Tamaulipas,Mujeres,5,0
Tamaulipas,Mujeres,6,0
Tamaulipas,Mujeres,7,0
Tamaulipas,Mujeres,8,0
Tamaulipas,Mujeres,9,0
Tamaulipas,Mujeres,10,0
Tamaulipas,Mujeres,11,0
Tamaulipas,Mujeres,12,0
Tamaulipas,Mujeres,13,0
Tamaulipas,Mujeres,14,0
Tamaulipas,Mujeres,15,0
Tamaulipas,Mujeres,16,0
Tamaulipas,Mujeres,17,0
Tamaulipas,Mujeres,18,3236
Tamaulipas,Mujeres,19,6932
Tamaulipas,Mujeres,20,10246
Tamaulipas,Mujeres,21,9377
Tamaulipas,Mujeres,22,9992
Tamaulipas,Mujeres,23,9566
Tamaulipas,Mujeres,24,9179
Tlaxcala,Hombres,3,0
Tlaxcala,Hombres,4,0
Tlaxcala,Hombres,5,0
Tlaxcala,Hombres,6,0
Tlaxcala,Hombres,7,0
Tlaxcala,Hombres,8,0
Tlaxcala,Hombres,9,0
Tlaxcala,Hombres,10,0
Tlaxcala,Hombres,11,0
Tlaxcala,Hombres,12,0
Tlaxcala,Hombres,13,0
Tlaxcala,Hombres,14,0
Tlaxcala,Hombres,15,0
Tlaxcala,Hombres,16,0
Tlaxcala,Hombres,17,0
Tlaxcala,Hombres,18,788
Tlaxcala,Hombres,19,2016
Tlaxcala,Hombres,20,3358
Tlaxcala,Hombres,21,3074
Tlaxcala,Hombres,22,3655
Tlaxcala,Hombres,23,3185
Tlaxcala,Hombres,24,3231
Tlaxcala,Mujeres,3,0
Tlaxcala,Mujeres,4,0
Tlaxcala,Mujeres,5,0
Tlaxcala,Mujeres,6,0
Tlaxcala,Mujeres,7,0
Tlaxcala,Mujeres,8,0
Tlaxcala,Mujeres,9,0
Tlaxcala,Mujeres,10,0
Tlaxcala,Mujeres,11,0
Tlaxcala,Mujeres,12,0
Tlaxcala,Mujeres,13,0
Tlaxcala,Mujeres,14,0
Tlaxcala,Mujeres,15,0
Tlaxcala,Mujeres,16,0
Tlaxcala,Mujeres,17,0
Tlaxcala,Mujeres,18,989
Tlaxcala,Mujeres,19,2513
Tlaxcala,Mujeres,20,3992
Tlaxcala,Mujeres,21,3742
Tlaxcala,Mujeres,22,4043
Tlaxcala,Mujeres,23,3717
Tlaxcala,Mujeres,24,3669
Veracruz de Ignacio de la Llave,Hombres,3,0
Veracruz de Ignacio de la Llave,Hombres,4,0
Veracruz de Ignacio de la Llave,Hombres,5,0
Veracruz de Ignacio de la Llave,Hombres,6,0
Veracruz de Ignacio de la Llave,Hombres,7,0
Veracruz de Ignacio de la Llave,Hombres,8,0
Veracruz de Ignacio de la Llave,Hombres,9,0
Veracruz de Ignacio de la Llave,Hombres,10,0
Veracruz de Ignacio de la Llave,Hombres,11,0
Veracruz de Ignacio de la Llave,Hombres,12,0
Veracruz de Ignacio de la Llave,Hombres,13,0
Veracruz de Ignacio de la Llave,Hombres,14,0
Veracruz de Ignacio de la Llave,Hombres,15,0
Veracruz de Ignacio de la Llave,Hombres,16,0
Veracruz de Ignacio de la Llave,Hombres,17,0
Veracruz de Ignacio de la Llave,Hombres,18,3638
Veracruz de Ignacio de la Llave,Hombres,19,9050
Veracruz de Ignacio de la Llave,Hombres,20,15714
Veracruz de Ignacio de la Llave,Hombres,21,15355
Veracruz de Ignacio de la Llave,Hombres,22,17359
Veracruz de Ignacio de la Llave,Hombres,23,16238
Veracruz de Ignacio de la Llave,Hombres,24,15259
Veracruz de Ignacio de la Llave,Mujeres,3,0
Veracruz de Ignacio de la Llave,Mujeres,4,0
Veracruz de Ignacio de la Llave,Mujeres,5,0
Veracruz de Ignacio de la Llave,Mujeres,6,0
Veracruz de Ignacio de la Llave,Mujeres,7,0
Veracruz de Ignacio de la Llave,Mujeres,8,0
Veracruz de Ignacio de la Llave,Mujeres,9,0
Veracruz de Ignacio de la Llave,Mujeres,10,0
Veracruz de Ignacio de la Llave,Mujeres,11,0
Veracruz de Ignacio de la Llave,Mujeres,12,0
Veracruz de Ignacio de la Llave,Mujeres,13,0
Veracruz de Ignacio de la Llave,Mujeres,14,0
Veracruz de Ignacio de la Llave,Mujeres,15,0
Veracruz de Ignacio de la Llave,Mujeres,16,0
Veracruz de Ignacio de la Llave,Mujeres,17,0
Veracruz de Ignacio de la Llave,Mujeres,18,4317
Veracruz de Ignacio de la Llave,Mujeres,19,11193
Veracruz de Ignacio de la Llave,Mujeres,20,17894
Veracruz de Ignacio de la Llave,Mujeres,21,17427
Veracruz de Ignacio de la Llave,Mujeres,22,18912
Veracruz de Ignacio de la Llave,Mujeres,23,18046
Veracruz de Ignacio de la Llave,Mujeres,24,17011
Yucatán,Hombres,3,0
Yucatán,Hombres,4,0
Yucatán,Hombres,5,0
Yucatán,Hombres,6,0
Yucatán,Hombres,7,0
Yucatán,Hombres,8,0
Yucatán,Hombres,9,0
Yucatán,Hombres,10,0
Yucatán,Hombres,11,0
Yucatán,Hombres,12,0
Yucatán,Hombres,13,0
Yucatán,Hombres,14,0
Yucatán,Hombres,15,0
Yucatán,Hombres,16,0
Yucatán,Hombres,17,0
Yucatán,Hombres,18,683
Yucatán,Hombres,19,2450
Yucatán,Hombres,20,4655
Yucatán,Hombres,21,5300
Yucatán,Hombres,22,5959
Yucatán,Hombres,23,5756
Yucatán,Hombres,24,5838
Yucatán,Mujeres,3,0
Yucatán,Mujeres,4,0
Yucatán,Mujeres,5,0
Yucatán,Mujeres,6,0
Yucatán,Mujeres,7,0
Yucatán,Mujeres,8,0
Yucatán,Mujeres,9,0
Yucatán,Mujeres,10,0
Yucatán,Mujeres,11,0
Yucatán,Mujeres,12,0
Yucatán,Mujeres,13,0
Yucatán,Mujeres,14,0
Yucatán,Mujeres,15,0
Yucatán,Mujeres,16,0
Yucatán,Mujeres,17,0
Yucatán,Mujeres,18,877
Yucatán,Mujeres,19,3049
Yucatán,Mujeres,20,5735
Yucatán,Mujeres,21,5959
Yucatán,Mujeres,22,6588
Yucatán,Mujeres,23,6460
Yucatán,Mujeres,24,6274
Zacatecas,Hombres,3,0
Zacatecas,Hombres,4,0
Zacatecas,Hombres,5,0
Zacatecas,Hombres,6,0
Zacatecas,Hombres,7,0
Zacatecas,Hombres,8,0
Zacatecas,Hombres,9,0
Zacatecas,Hombres,10,0
Zacatecas,Hombres,11,0
Zacatecas,Hombres,12,0
Zacatecas,Hombres,13,0
Zacatecas,Hombres,14,0
Zacatecas,Hombres,15,0
Zacatecas,Hombres,16,0
Zacatecas,Hombres,17,0
Zacatecas,Hombres,18,672
Zacatecas,Hombres,19,1725
Zacatecas,Hombres,20,3201
Zacatecas,Hombres,21,3364
Zacatecas,Hombres,22,3807
Zacatecas,Hombres,23,3586
Zacatecas,Hombres,24,3305
Zacatecas,Mujeres,3,0
Zacatecas,Mujeres,4,0
Zacatecas,Mujeres,5,0
Zacatecas,Mujeres,6,0
Zacatecas,Mujeres,7,0
Zacatecas,Mujeres,8,0
Zacatecas,Mujeres,9,0
Zacatecas,Mujeres,10,0
Zacatecas,Mujeres,11,0
Zacatecas,Mujeres,12,0
Zacatecas,Mujeres,13,0
Zacatecas,Mujeres,14,0
Zacatecas,Mujeres,15,0
Zacatecas,Mujeres,16,0
Zacatecas,Mujeres,17,0
Zacatecas,Mujeres,18,837
Zacatecas,Mujeres,19,2402
Zacatecas,Mujeres,20,4207
Zacatecas,Mujeres,21,4179
Zacatecas,Mujeres,22,4477
Zacatecas,Mujeres,23,4101
Zacatecas,Mujeres,24,3928